30000  210000
18639  28633  42
18640  11669  16
18640  9455  92
18640  3145  57
18640  5236  52
18640  16051  21
18640  18406  80
18640  4775  89
18641  18911  80
18641  19349  79
18641  27209  98
18641  13110  81
18641  13420  96
18641  7265  77
18641  16724  74
18642  22661  22
18642  13218  71
18642  13254  90
18642  29403  88
18642  29213  59
18642  19951  85
18642  15592  71
18643  356  86
18643  2826  72
18643  17133  90
18643  29469  98
18643  11100  70
18643  24615  41
18643  21318  99
18644  27325  19
18644  14183  57
18644  886  51
18644  7584  7
18644  13030  67
18644  20625  87
18644  24445  73
18645  10006  55
18645  6313  38
18645  4377  47
18645  13493  57
18645  8008  83
18645  8044  83
18645  21883  6
18646  13254  71
18646  410  89
18646  16403  60
18646  11847  5
18646  2105  14
18646  8785  74
18646  11074  73
18647  12529  34
18647  6377  79
18647  3149  38
18647  8321  63
18647  3411  54
18647  2294  3
18647  15497  37
18648  16117  45
18648  9296  5
18648  23396  6
18648  12783  84
18648  22161  13
18648  26888  100
18648  13537  44
18649  10306  21
18649  15373  55
18649  3104  10
18649  19008  74
18649  18434  88
18649  27782  57
18649  13316  67
18650  4023  10
18650  13125  90
18650  207  92
18650  7034  78
18650  20670  20
18650  15381  32
18650  22779  35
18651  29288  95
18651  12290  56
18651  12212  30
18651  21778  56
18651  9974  54
18651  21898  71
18651  26640  43
18652  21377  18
18652  2130  48
18652  26721  15
18652  20085  26
18652  28538  32
18652  23900  62
18652  6838  88
18653  5233  71
18653  26756  42
18653  2810  80
18653  26665  86
18653  12080  44
18653  6903  99
18653  8788  77
18654  24331  86
18654  19546  98
18654  10266  74
18654  5673  3
18654  6587  100
18654  29316  1
18654  18353  52
18655  5120  22
18655  3645  85
18655  10071  29
18655  24715  4
18655  16409  11
18655  26757  87
18655  28585  89
18656  23454  39
18656  17115  86
18656  18663  44
18656  17336  85
18656  19740  21
18656  7703  74
18656  2969  1
18657  19099  13
18657  236  98
18657  16598  31
18657  17639  84
18657  14199  55
18657  4770  13
18657  21861  5
18658  27599  30
18658  4637  89
18658  26210  48
18658  10387  61
18658  22047  73
18658  10381  59
18658  28551  29
18659  4366  73
18659  20905  65
18659  23696  76
18659  17639  59
18659  14545  22
18659  8362  9
18659  27940  88
18660  4421  1
18660  24273  30
18660  21438  10
18660  16184  78
18660  17193  10
18660  5403  30
18660  28121  6
18661  1575  12
18661  15061  84
18661  23498  88
18661  21809  89
18661  13916  49
18661  919  12
18661  22614  95
18662  9853  99
18662  13551  42
18662  15580  54
18662  10230  19
18662  28855  5
18662  25020  97
18662  602  77
18663  26385  70
18663  6324  93
18663  16487  32
18663  11343  59
18663  21355  85
18663  3061  48
18663  8538  10
18664  1260  67
18664  3053  20
18664  17511  27
18664  28603  65
18664  29599  49
18664  11380  100
18664  19351  77
18665  3268  25
18665  17475  36
18665  13575  91
18665  20295  16
18665  24582  92
18665  25119  89
18665  16925  99
18666  16346  92
18666  25161  47
18666  9636  80
18666  19514  81
18666  2652  3
18666  20633  43
18666  16406  95
18667  12511  75
18667  28895  46
18667  8390  1
18667  12173  99
18667  27349  1
18667  3863  69
18667  21569  90
18668  16240  16
18668  27813  48
18668  7909  81
18668  25495  94
18668  14874  83
18668  12371  1
18668  16850  61
18669  3980  42
18669  10958  92
18669  28125  37
18669  15016  69
18669  13264  90
18669  13620  9
18669  8439  49
18670  721  11
18670  3505  66
18670  8348  21
18670  4135  39
18670  21613  15
18670  13622  66
18670  10163  98
18671  357  70
18671  2950  100
18671  24610  58
18671  24821  63
18671  20011  26
18671  15985  38
18671  4187  45
18672  13932  4
18672  24723  48
18672  29323  54
18672  11784  39
18672  16306  39
18672  16761  29
18672  7613  97
18673  28884  47
18673  14005  84
18673  559  90
18673  9004  64
18673  12962  24
18673  9119  57
18673  27800  20
18674  233  54
18674  2691  63
18674  373  26
18674  2191  57
18674  21424  83
18674  22078  26
18674  26342  89
18675  26385  41
18675  11864  74
18675  6334  54
18675  28508  89
18675  28698  27
18675  25121  29
18675  22076  39
18676  13663  86
18676  17367  92
18676  16890  12
18676  25504  89
18676  970  56
18676  3985  91
18676  19502  71
18677  11232  41
18677  19993  5
18677  6859  44
18677  19567  25
18677  29085  56
18677  7438  8
18677  13528  8
18678  23537  41
18678  8182  10
18678  6053  25
18678  19302  64
18678  16180  97
18678  3083  18
18678  22638  93
18679  24827  44
18679  19286  3
18679  4333  23
18679  17422  95
18679  5709  1
18679  27994  99
18679  9956  65
18680  23453  79
18680  25581  55
18680  10570  88
18680  26387  90
18680  6346  86
18680  22886  50
18680  5880  78
18681  27878  60
18681  438  49
18681  29260  65
18681  180  62
18681  29124  68
18681  5999  47
18681  10792  40
18682  25512  5
18682  481  20
18682  23574  34
18682  1615  25
18682  4726  39
18682  18170  21
18682  2293  18
18683  9528  53
18683  3382  55
18683  17185  51
18683  5365  26
18683  20643  24
18683  17322  60
18683  15404  4
18684  23560  27
18684  8741  95
18684  12779  7
18684  23711  36
18684  12729  6
18684  27842  50
18684  146  16
18685  3956  55
18685  603  30
18685  15403  48
18685  20290  62
18685  19008  28
18685  21599  11
18685  27898  92
18686  28554  84
18686  20183  4
18686  1923  76
18686  2728  58
18686  10870  23
18686  23651  90
18686  11015  3
18687  27601  20
18687  24927  7
18687  10779  10
18687  4150  71
18687  16481  34
18687  25507  77
18687  17206  65
18688  15962  37
18688  23190  66
18688  4665  14
18688  28432  52
18688  27698  8
18688  18721  82
18688  6703  80
18689  23683  2
18689  29917  33
18689  269  93
18689  2065  93
18689  13685  33
18689  4498  58
18689  25781  49
18690  9565  26
18690  19414  78
18690  11304  52
18690  26476  4
18690  24962  10
18690  18380  46
18690  10779  83
18691  6596  71
18691  23270  53
18691  8719  26
18691  18806  59
18691  27316  65
18691  5687  94
18691  23706  55
18692  3629  73
18692  4042  29
18692  1592  9
18692  18646  19
18692  13254  33
18692  22114  93
18692  28832  58
18693  5806  20
18693  16226  71
18693  26878  76
18693  24900  99
18693  8147  7
18693  21861  74
18693  13530  83
18694  9977  66
18694  10366  16
18694  27439  100
18694  21090  28
18694  4107  67
18694  2180  36
18694  7929  38
18695  19198  70
18695  534  87
18695  26874  85
18695  29004  11
18695  12645  28
18695  17174  70
18695  24460  17
18696  19326  56
18696  118  65
18696  17433  7
18696  22103  8
18696  7199  27
18696  28320  36
18696  19688  13
18697  8046  70
18697  26463  57
18697  7995  96
18697  27607  91
18697  6724  69
18697  29988  5
18697  1809  69
18698  17521  46
18698  14001  73
18698  13040  4
18698  16971  99
18698  7515  62
18698  6850  77
18698  20290  59
18699  9722  29
18699  6597  67
18699  22305  64
18699  8623  59
18699  17953  64
18699  21438  50
18699  23820  77
18700  8156  15
18700  27963  93
18700  13119  62
18700  28948  95
18700  5266  100
18700  17217  69
18700  8141  53
18701  6425  72
18701  22753  62
18701  29038  46
18701  23889  9
18701  20591  26
18701  10706  67
18701  9340  57
18702  8029  60
18702  9917  36
18702  11569  15
18702  2829  25
18702  27922  98
18702  16646  21
18702  27322  1
18703  21448  51
18703  3678  4
18703  1750  48
18703  22742  62
18703  23940  5
18703  10470  19
18703  18190  41
18704  961  82
18704  10129  32
18704  4769  6
18704  15709  8
18704  28695  51
18704  23670  76
18704  19099  62
18705  1262  33
18705  15271  100
18705  25212  66
18705  18960  26
18705  25926  56
18705  25216  100
18705  4212  96
18706  7490  90
18706  24881  48
18706  3073  98
18706  17563  61
18706  17244  90
18706  4758  38
18706  22882  16
18707  28274  29
18707  12221  26
18707  25360  45
18707  25338  60
18707  7481  43
18707  27891  57
18707  3025  85
18708  16133  27
18708  16346  90
18708  17087  84
18708  29854  10
18708  19241  66
18708  18194  85
18708  21581  14
18709  23931  96
18709  20726  79
18709  19511  53
18709  11804  44
18709  5745  73
18709  24850  29
18709  1040  61
18710  10266  19
18710  10003  99
18710  11896  56
18710  17716  28
18710  10339  32
18710  2074  54
18710  24840  18
18711  3240  57
18711  9337  39
18711  16678  46
18711  6604  12
18711  26086  26
18711  28038  79
18711  10548  39
18712  12634  1
18712  17133  29
18712  29226  64
18712  18665  38
18712  2769  9
18712  4734  26
18712  13546  29
18713  11891  75
18713  28597  48
18713  27438  15
18713  6493  85
18713  5102  29
18713  3398  71
18713  19958  53
18714  27703  66
18714  29566  20
18714  22503  33
18714  25483  6
18714  4548  40
18714  16218  44
18714  25086  81
18715  26551  7
18715  18337  16
18715  19115  92
18715  18869  84
18715  25927  71
18715  9121  50
18715  12486  49
18716  28816  88
18716  21140  69
18716  11709  63
18716  24835  89
18716  13268  81
18716  26258  32
18716  20267  96
18717  3881  86
18717  1512  37
18717  10986  84
18717  9003  72
18717  18034  72
18717  8330  38
18717  22908  72
18718  1395  11
18718  1382  66
18718  6676  94
18718  26015  62
18718  5479  43
18718  13517  48
18718  2163  79
18719  14485  1
18719  5328  76
18719  10587  79
18719  28706  61
18719  12417  8
18719  29129  25
18719  24166  70
18720  13373  27
18720  6316  76
18720  26497  89
18720  22123  98
18720  25566  68
18720  23384  74
18720  734  68
18721  5644  32
18721  20292  47
18721  10760  24
18721  6974  97
18721  2275  18
18721  3236  14
18721  13273  94
18722  15748  75
18722  18425  94
18722  7316  48
18722  13887  85
18722  7483  19
18722  23113  57
18722  27301  65
18723  14428  65
18723  4685  68
18723  27631  34
18723  10850  50
18723  9828  65
18723  8185  81
18723  18070  4
18724  3053  98
18724  18042  65
18724  22569  36
18724  29007  19
18724  809  19
18724  7071  52
18724  16716  87
18725  10596  50
18725  27354  85
18725  2430  40
18725  22286  73
18725  10504  19
18725  1281  45
18725  9379  3
18726  29011  17
18726  19625  19
18726  21237  27
18726  1909  94
18726  16055  95
18726  8572  34
18726  20636  37
18727  7147  80
18727  20040  33
18727  1145  84
18727  2382  80
18727  15524  92
18727  8859  1
18727  15226  39
18728  29036  46
18728  14563  35
18728  9735  50
18728  9543  34
18728  8909  64
18728  22410  41
18728  7722  72
18729  3935  74
18729  8109  88
18729  4202  90
18729  14781  76
18729  4361  70
18729  26176  66
18729  25942  21
18730  11985  24
18730  8681  5
18730  5643  92
18730  286  44
18730  8630  60
18730  8121  30
18730  4318  1
18731  21426  29
18731  12150  35
18731  13988  18
18731  20422  33
18731  334  47
18731  7526  23
18731  18835  91
18732  28994  36
18732  26775  56
18732  17403  1
18732  27920  58
18732  14402  34
18732  12107  28
18732  18954  89
18733  2317  52
18733  20370  46
18733  19279  70
18733  21984  23
18733  25197  16
18733  23790  36
18733  25136  32
18734  11316  42
18734  28908  46
18734  7349  40
18734  13284  8
18734  10752  1
18734  1047  41
18734  11205  25
18735  16649  81
18735  79  49
18735  28952  41
18735  2407  15
18735  17862  33
18735  10925  84
18735  26398  57
18736  28731  37
18736  17269  8
18736  9927  24
18736  3053  25
18736  5762  56
18736  15762  51
18736  28138  33
18737  17506  95
18737  4324  67
18737  16041  24
18737  12134  74
18737  2440  11
18737  27160  83
18737  17525  31
18738  11961  3
18738  20597  86
18738  19119  82
18738  29880  40
18738  21152  63
18738  22817  59
18738  4132  13
18739  15604  36
18739  23618  83
18739  6441  48
18739  21708  94
18739  4405  10
18739  8369  18
18739  7486  10
18740  5248  100
18740  15158  37
18740  16113  55
18740  29955  72
18740  3413  44
18740  27513  41
18740  13516  9
18741  8856  55
18741  2474  28
18741  1919  60
18741  18047  14
18741  13048  87
18741  25149  89
18741  4994  96
18742  18899  100
18742  26065  81
18742  26771  37
18742  26275  10
18742  14065  76
18742  18335  72
18742  20390  82
18743  16811  6
18743  27715  29
18743  8307  87
18743  18888  32
18743  9826  37
18743  22859  67
18743  27978  49
18744  26403  5
18744  7163  29
18744  18784  90
18744  13487  41
18744  17539  97
18744  22691  33
18744  24485  15
18745  24705  38
18745  16348  88
18745  25641  94
18745  7572  69
18745  21547  2
18745  18753  84
18745  26664  30
18746  7926  8
18746  21025  32
18746  7646  27
18746  9419  38
18746  6448  83
18746  19145  84
18746  12840  33
18747  8460  64
18747  7435  70
18747  25059  42
18747  18229  6
18747  29979  34
18747  13006  96
18747  19709  62
18748  22751  86
18748  20426  14
18748  17857  94
18748  18117  97
18748  21749  21
18748  8622  81
18748  369  98
18749  21547  50
18749  16545  63
18749  25122  42
18749  7268  66
18749  3815  61
18749  26837  29
18749  9363  73
18750  28043  20
18750  20515  61
18750  18948  40
18750  20798  56
18750  8914  71
18750  3309  86
18750  13402  88
18751  10518  85
18751  20368  80
18751  16675  69
18751  27218  88
18751  27017  9
18751  15224  57
18751  4823  41
18752  5578  80
18752  402  47
18752  18161  44
18752  14681  17
18752  13456  13
18752  13881  70
18752  14435  45
18753  28380  7
18753  5549  44
18753  6360  2
18753  12974  26
18753  10209  90
18753  11339  56
18753  1525  3
18754  4433  46
18754  14666  21
18754  10979  62
18754  12089  8
18754  2850  26
18754  26532  39
18754  19690  57
18755  27315  41
18755  28800  43
18755  29228  47
18755  11429  75
18755  17211  98
18755  20724  19
18755  16253  21
18756  13193  13
18756  8730  87
18756  22642  17
18756  3376  49
18756  14828  56
18756  651  63
18756  26195  89
18757  10187  54
18757  29315  37
18757  6605  88
18757  10052  33
18757  5945  98
18757  17286  49
18757  2570  99
18758  3735  1
18758  12881  1
18758  15938  84
18758  8374  9
18758  29414  50
18758  21144  69
18758  10265  50
18759  21719  48
18759  25621  32
18759  25205  68
18759  29366  96
18759  13194  36
18759  15867  58
18759  19557  98
18760  7938  71
18760  27562  2
18760  9881  71
18760  8064  38
18760  15354  26
18760  2658  23
18760  2847  4
18761  20137  94
18761  27335  2
18761  10375  53
18761  14487  67
18761  10543  24
18761  4043  32
18761  15414  33
18762  8132  22
18762  18247  38
18762  18463  79
18762  28091  61
18762  9811  27
18762  5665  63
18762  13818  10
18763  24812  7
18763  14390  46
18763  15393  29
18763  7308  94
18763  20898  66
18763  9519  54
18763  19937  91
18764  2622  92
18764  13308  67
18764  17480  55
18764  27727  47
18764  2884  49
18764  16299  9
18764  5406  4
18765  7481  84
18765  27744  59
18765  11994  14
18765  21538  41
18765  14892  76
18765  21370  19
18765  14472  17
18766  5354  34
18766  7799  12
18766  21781  60
18766  22047  19
18766  5613  46
18766  4423  55
18766  1900  88
18767  23106  70
18767  25063  98
18767  527  96
18767  29663  79
18767  24335  92
18767  23594  19
18767  16333  100
18768  7050  72
18768  28067  72
18768  18488  38
18768  12111  49
18768  18799  79
18768  13969  18
18768  20354  25
18769  13428  38
18769  3129  100
18769  16487  59
18769  492  91
18769  11660  44
18769  11594  76
18769  19817  40
18770  14649  98
18770  28191  38
18770  13638  45
18770  13086  97
18770  21149  12
18770  11825  20
18770  2313  25
18771  22513  22
18771  10647  7
18771  13757  82
18771  3188  64
18771  2008  52
18771  22531  8
18771  21186  16
18772  20387  49
18772  13045  27
18772  11024  29
18772  23435  60
18772  18902  56
18772  2186  63
18772  17201  72
18773  18907  22
18773  2269  62
18773  16023  5
18773  20  100
18773  24882  13
18773  15443  39
18773  9896  43
18774  29691  51
18774  17271  24
18774  20841  14
18774  27726  37
18774  3323  40
18774  27953  60
18774  26568  76
18775  5442  99
18775  15321  61
18775  2156  84
18775  18194  29
18775  21918  7
18775  22026  73
18775  23580  9
18776  14638  12
18776  18910  99
18776  15941  70
18776  16880  71
18776  14519  14
18776  17730  75
18776  23240  31
18777  19023  98
18777  17193  81
18777  10482  52
18777  22755  33
18777  4236  60
18777  20984  18
18777  5068  87
18778  690  17
18778  7211  22
18778  17231  36
18778  3348  27
18778  1790  79
18778  17897  94
18778  7386  38
18779  10690  20
18779  7793  64
18779  28185  8
18779  13613  1
18779  13136  55
18779  5475  37
18779  11276  31
18780  20923  34
18780  5270  21
18780  29730  59
18780  25512  29
18780  17363  94
18780  9514  24
18780  832  52
18781  19327  41
18781  981  60
18781  28125  22
18781  17182  56
18781  20552  65
18781  24430  82
18781  784  74
18782  13079  59
18782  17090  100
18782  27138  57
18782  21875  32
18782  9305  69
18782  29997  94
18782  18094  85
18783  524  82
18783  3915  51
18783  6047  13
18783  23386  72
18783  23297  15
18783  20839  33
18783  26479  19
18784  7773  42
18784  29486  89
18784  22107  20
18784  5952  69
18784  10955  88
18784  418  8
18784  9093  43
18785  28578  20
18785  13668  8
18785  25397  94
18785  20977  81
18785  17263  22
18785  24396  80
18785  20443  35
18786  22103  100
18786  8990  70
18786  14025  66
18786  15489  87
18786  13924  49
18786  23066  30
18786  6230  5
18787  26449  61
18787  7266  7
18787  19369  5
18787  1602  3
18787  17828  42
18787  11541  51
18787  12656  74
18788  26986  63
18788  28604  87
18788  8786  48
18788  26623  57
18788  15726  78
18788  26090  99
18788  20749  74
18789  14631  38
18789  18341  82
18789  20043  38
18789  28061  52
18789  11203  50
18789  28183  60
18789  26598  52
18790  24880  79
18790  1301  48
18790  25314  7
18790  12079  26
18790  912  30
18790  24417  26
18790  7453  8
18791  1189  85
18791  12943  61
18791  28837  9
18791  20122  45
18791  20747  95
18791  27014  83
18791  1293  89
18792  19135  46
18792  2135  82
18792  825  89
18792  19205  99
18792  16918  41
18792  26398  71
18792  11869  44
18793  28736  31
18793  20918  63
18793  1535  36
18793  22828  4
18793  10314  42
18793  823  21
18793  9914  47
18794  15252  76
18794  14879  24
18794  23219  27
18794  10322  83
18794  21024  65
18794  27221  76
18794  26405  29
18795  20755  16
18795  2955  33
18795  28322  48
18795  25329  41
18795  28418  36
18795  565  71
18795  24976  86
18796  27125  56
18796  25423  34
18796  2135  21
18796  21372  12
18796  15741  9
18796  2789  78
18796  10920  41
18797  7132  99
18797  6214  57
18797  6781  44
18797  28853  43
18797  24157  72
18797  14340  79
18797  26378  36
18798  26191  42
18798  9000  12
18798  11396  8
18798  5204  91
18798  3697  77
18798  27533  40
18798  18722  6
18799  5142  2
18799  23118  44
18799  10085  43
18799  5618  73
18799  25145  19
18799  21792  44
18799  13182  18
18800  24367  16
18800  13905  35
18800  23768  65
18800  5776  44
18800  16237  64
18800  28111  52
18800  22885  99
18801  24232  28
18801  25129  96
18801  19220  37
18801  2821  28
18801  28980  18
18801  25428  61
18801  5745  62
18802  21360  81
18802  18604  30
18802  18647  45
18802  6464  10
18802  20793  58
18802  18695  10
18802  1818  22
18803  19873  86
18803  23524  21
18803  22469  20
18803  15571  35
18803  21039  44
18803  19674  34
18803  3572  93
18804  2890  73
18804  12510  23
18804  14611  80
18804  20224  79
18804  24611  21
18804  17828  72
18804  16529  50
18805  22825  3
18805  14507  56
18805  17380  62
18805  18740  80
18805  13640  84
18805  5502  46
18805  21666  42
18806  23417  6
18806  4225  29
18806  19308  2
18806  15097  22
18806  8939  58
18806  20475  85
18806  23231  84
18807  11315  80
18807  27335  8
18807  5080  74
18807  27408  93
18807  2602  50
18807  13610  33
18807  28357  59
18808  7341  37
18808  2358  31
18808  28745  58
18808  5083  82
18808  13685  4
18808  21867  10
18808  8543  12
18809  18855  18
18809  23238  8
18809  28888  11
18809  19581  23
18809  26361  24
18809  3929  13
18809  3854  14
18810  1113  39
18810  15651  14
18810  6834  25
18810  14755  92
18810  9378  85
18810  24351  16
18810  25442  5
18811  17992  50
18811  9526  37
18811  15457  52
18811  18718  82
18811  29194  34
18811  8343  20
18811  29354  23
18812  29773  39
18812  25770  58
18812  17970  88
18812  22686  6
18812  23188  86
18812  5268  7
18812  15555  88
18813  17111  91
18813  27087  15
18813  23514  68
18813  25471  55
18813  7923  44
18813  15874  62
18813  28406  97
18814  12285  54
18814  2414  91
18814  1778  2
18814  25671  37
18814  7637  11
18814  19249  13
18814  28123  20
18815  2508  27
18815  6180  73
18815  4875  29
18815  9387  1
18815  8198  60
18815  8499  93
18815  6008  45
18816  430  54
18816  22632  4
18816  5487  58
18816  15078  40
18816  16433  98
18816  24764  81
18816  8910  2
18817  26455  25
18817  13327  27
18817  18904  77
18817  1897  84
18817  10613  60
18817  19403  35
18817  23869  70
18818  7632  87
18818  17507  8
18818  28450  22
18818  23798  92
18818  2400  38
18818  27818  97
18818  1267  19
18819  555  23
18819  7760  10
18819  7840  61
18819  25927  73
18819  28328  77
18819  29814  66
18819  23558  100
18820  935  21
18820  1043  5
18820  3330  6
18820  10944  29
18820  3116  16
18820  10433  18
18820  18494  66
18821  6933  89
18821  4689  39
18821  404  62
18821  26942  59
18821  7027  64
18821  5292  52
18821  28265  16
18822  16053  92
18822  17066  50
18822  6434  15
18822  24018  63
18822  10255  6
18822  3980  31
18822  14400  61
18823  25108  46
18823  29720  57
18823  26155  73
18823  22480  20
18823  15163  80
18823  24105  68
18823  22218  13
18824  2592  80
18824  2987  56
18824  17482  80
18824  20800  89
18824  3503  30
18824  2282  55
18824  19768  96
18825  13648  81
18825  27626  85
18825  17722  99
18825  27068  34
18825  20073  76
18825  18058  21
18825  15548  17
18826  23809  73
18826  17477  55
18826  10313  24
18826  25406  8
18826  7106  82
18826  26319  99
18826  2332  61
18827  22679  71
18827  3162  16
18827  26231  32
18827  26899  97
18827  29671  35
18827  29898  42
18827  29036  65
18828  9966  10
18828  6126  100
18828  13618  40
18828  12770  58
18828  5776  94
18828  625  70
18828  15207  16
18829  15735  4
18829  29668  80
18829  11202  24
18829  9100  42
18829  12233  31
18829  29254  24
18829  11137  7
18830  8297  16
18830  22533  19
18830  26321  37
18830  8831  30
18830  25130  91
18830  1544  35
18830  18719  3
18831  27845  25
18831  16727  61
18831  16082  35
18831  9685  47
18831  8563  29
18831  17693  75
18831  21264  88
18832  8014  78
18832  8813  87
18832  24219  3
18832  1078  29
18832  16913  32
18832  25963  60
18832  21730  13
18833  21912  88
18833  13352  84
18833  15046  65
18833  12170  72
18833  2366  7
18833  7669  59
18833  25630  79
18834  10792  14
18834  10065  84
18834  20893  91
18834  20487  46
18834  9071  87
18834  18560  59
18834  3804  47
18835  9648  59
18835  28045  20
18835  11836  74
18835  19129  87
18835  4245  86
18835  6092  50
18835  2390  58
18836  6811  60
18836  26316  34
18836  17227  67
18836  24986  82
18836  29287  63
18836  14594  73
18836  17007  59
18837  28917  10
18837  12215  71
18837  2854  20
18837  29235  93
18837  16880  65
18837  21719  17
18837  207  78
18838  25465  7
18838  4887  56
18838  4111  88
18838  15225  53
18838  18986  55
18838  5613  1
18838  9250  31
18839  10266  4
18839  20271  5
18839  6095  25
18839  29239  19
18839  5717  40
18839  2763  37
18839  21790  9
18840  29616  25
18840  366  81
18840  17571  43
18840  12653  88
18840  756  75
18840  6810  7
18840  7996  4
18841  23357  69
18841  18101  83
18841  11252  85
18841  18528  54
18841  22637  3
18841  19500  39
18841  19808  58
18842  21136  18
18842  15731  6
18842  8950  23
18842  10625  37
18842  8912  91
18842  17514  7
18842  27109  97
18843  982  70
18843  23797  34
18843  26710  83
18843  27594  43
18843  9222  79
18843  6616  80
18843  23063  98
18844  2156  21
18844  5758  1
18844  24936  79
18844  10631  42
18844  9834  6
18844  27291  23
18844  24174  31
18845  26178  87
18845  29904  93
18845  21891  88
18845  24752  58
18845  19502  38
18845  22219  28
18845  17370  59
18846  15223  21
18846  4520  55
18846  490  38
18846  20014  85
18846  3882  47
18846  2410  80
18846  12283  71
18847  9767  97
18847  23286  67
18847  24661  53
18847  19644  48
18847  16873  31
18847  5792  98
18847  18504  1
18848  5791  98
18848  29705  21
18848  21942  45
18848  17708  76
18848  7828  88
18848  5336  91
18848  16963  15
18849  29463  53
18849  26922  84
18849  22912  64
18849  13439  98
18849  27863  99
18849  27950  72
18849  24119  92
18850  28191  62
18850  15701  46
18850  2864  8
18850  24079  87
18850  20285  94
18850  8814  22
18850  25868  76
18851  25929  82
18851  16497  83
18851  2395  29
18851  4336  61
18851  24300  5
18851  23598  64
18851  160  7
18852  18770  79
18852  1208  82
18852  16689  23
18852  8931  87
18852  1064  1
18852  3579  41
18852  3387  54
18853  5426  31
18853  27614  53
18853  18288  12
18853  12563  77
18853  24066  44
18853  18370  39
18853  13926  22
18854  28231  80
18854  28340  95
18854  2108  64
18854  15349  70
18854  18428  12
18854  24786  46
18854  21578  52
18855  2484  24
18855  3801  70
18855  13845  86
18855  19364  92
18855  238  93
18855  29891  82
18855  20577  30
18856  1068  90
18856  4493  57
18856  12724  18
18856  21208  61
18856  23023  51
18856  22668  65
18856  422  29
18857  19410  17
18857  11348  12
18857  20222  18
18857  25897  74
18857  6638  28
18857  8522  99
18857  26787  66
18858  28060  87
18858  18239  21
18858  24573  44
18858  7870  43
18858  27976  30
18858  3073  72
18858  25669  73
18859  27502  1
18859  5359  45
18859  28171  11
18859  25651  35
18859  2423  59
18859  21182  56
18859  12206  76
18860  11316  70
18860  29511  58
18860  28986  95
18860  28933  52
18860  8398  26
18860  24205  75
18860  560  61
18861  18177  22
18861  28599  68
18861  15887  96
18861  20239  38
18861  14210  91
18861  26700  2
18861  1313  39
18862  1589  41
18862  21538  78
18862  18102  16
18862  17035  68
18862  1069  45
18862  17001  26
18862  6819  36
18863  17220  3
18863  11320  92
18863  10352  83
18863  8450  79
18863  24465  23
18863  6371  61
18863  2622  22
18864  29766  97
18864  15522  47
18864  20177  70
18864  25653  42
18864  13331  58
18864  5300  50
18864  18053  96
18865  18787  19
18865  20829  3
18865  14690  80
18865  21985  72
18865  27361  92
18865  14900  23
18865  13808  29
18866  13644  82
18866  21109  6
18866  15991  100
18866  11842  43
18866  7293  89
18866  22243  16
18866  19087  92
18867  6755  29
18867  17928  53
18867  2228  26
18867  29592  23
18867  29993  94
18867  24054  69
18867  21375  70
18868  21668  67
18868  19680  65
18868  12953  21
18868  6495  75
18868  3038  15
18868  13874  80
18868  8308  7
18869  10723  24
18869  8419  43
18869  8641  100
18869  5790  1
18869  23846  83
18869  5404  6
18869  6301  73
18870  12109  98
18870  7033  8
18870  253  94
18870  20426  43
18870  896  30
18870  20508  96
18870  26598  95
18871  10342  56
18871  4336  74
18871  10118  87
18871  17650  5
18871  10563  47
18871  11550  98
18871  621  13
18872  11441  54
18872  23474  21
18872  16221  67
18872  14436  41
18872  26436  41
18872  17724  93
18872  2712  98
18873  8266  83
18873  18942  83
18873  9146  9
18873  12386  91
18873  12351  31
18873  10102  95
18873  19419  84
18874  14964  39
18874  21433  27
18874  5141  70
18874  28154  86
18874  13116  5
18874  2393  30
18874  12069  15
18875  6313  91
18875  23780  92
18875  23229  59
18875  28791  77
18875  11129  40
18875  6327  79
18875  24705  69
18876  26232  38
18876  28071  39
18876  20436  80
18876  22151  30
18876  10961  53
18876  7729  17
18876  8129  32
18877  23239  71
18877  12961  92
18877  22141  54
18877  16052  62
18877  11344  99
18877  5734  20
18877  1645  31
18878  19132  86
18878  14605  42
18878  4636  34
18878  902  12
18878  18844  89
18878  29723  79
18878  13564  51
18879  18057  44
18879  906  30
18879  4317  29
18879  20671  23
18879  6973  63
18879  16705  64
18879  2912  87
18880  13636  16
18880  12539  16
18880  24713  47
18880  25974  78
18880  13154  63
18880  28121  89
18880  24927  59
18881  10947  20
18881  9578  63
18881  23620  1
18881  25207  89
18881  23412  49
18881  8779  6
18881  2705  70
18882  25510  58
18882  16322  11
18882  1465  31
18882  5618  79
18882  19435  9
18882  10624  36
18882  14744  91
18883  9399  17
18883  20529  51
18883  21303  88
18883  18027  3
18883  22014  91
18883  12597  68
18883  5653  36
18884  25375  29
18884  8699  75
18884  1621  72
18884  27453  92
18884  34  60
18884  14018  43
18884  2850  83
18885  5046  54
18885  20139  29
18885  18010  28
18885  8741  46
18885  21553  80
18885  14022  47
18885  11659  41
18886  7720  37
18886  20959  40
18886  22063  28
18886  22088  84
18886  25764  53
18886  26705  66
18886  17981  38
18887  22077  77
18887  15841  46
18887  21855  61
18887  2974  76
18887  18543  32
18887  29577  17
18887  24154  92
18888  24980  71
18888  10134  99
18888  15089  93
18888  28991  84
18888  21688  89
18888  21572  68
18888  27908  77
18889  11466  46
18889  955  98
18889  2434  83
18889  9151  70
18889  16235  20
18889  5074  62
18889  4923  6
18890  2311  12
18890  21594  74
18890  549  92
18890  1675  47
18890  2464  36
18890  20039  40
